namespace,name,def
biological_process,negative regulation of histone methylation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"
biological_process,pathogenesis,"""The set of specific processes that generate the ability of an organism to induce an abnormal, generally detrimental state in another organism."" [GOC:go_curators]"
cellular_component,cell,"""The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:go_curators]"
biological_process,histone H2B ubiquitination,"""The modification of histone H2B by addition of ubiquitin groups."" [GOC:mah]"
biological_process,negative regulation of apoptotic process,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"
molecular_function,N-acetyltransferase activity,"""Catalysis of the transfer of an acetyl group to a nitrogen atom on the acceptor molecule."" [GOC:ai]"
biological_process,negative regulation of TOR signaling,"""Any process that stops, prevents, or reduces the frequency, rate or extent of TOR signaling."" [GOC:mah]"
biological_process,coronary artery morphogenesis,"""The process in which the anatomical structures of coronary arteries are generated and organized. Coronary arteries are blood vessels that transport blood to the heart muscle."" [GOC:mtg_heart]"
biological_process,positive regulation of skeletal muscle tissue development,"""Any process that activates, maintains or increases the rate of skeletal muscle tissue development."" [GOC:go_curators]"
biological_process,meiotic cell cycle,"""Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions."" [GOC:ai]"
molecular_function,tau-protein kinase activity,"""Catalysis of the reaction: ATP + tau-protein = ADP + O-phospho-tau-protein."" [EC:2.7.11.26, MetaCyc:TAU-PROTEIN-KINASE-RXN]"
molecular_function,metal ion binding,"""Interacting selectively and non-covalently with any metal ion."" [GOC:ai]"
biological_process,positive regulation of insulin receptor signaling pathway,"""Any process that increases the frequency, rate or extent of insulin receptor signaling."" [GOC:bf]"
biological_process,epithelium development,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]"
biological_process,long-term synaptic potentiation,"""A process that modulates synaptic plasticity such that synapses are changed resulting in the increase in the rate, or frequency of synaptic transmission at the synapse."" [GOC:dgh, GOC:dph]"
biological_process,5-methylcytosine metabolic process,"""The chemical reactions and pathways involving 5-methylcytosine, a methylated base of DNA."" [GOC:ai]"
biological_process,cochlea development,"""The progression of the cochlea over time from its formation to the mature structure. The cochlea is the snail-shaped portion of the inner ear that is responsible for the detection of sound."" [GOC:dph, GOC:tb]"
cellular_component,telomeric heterochromatin,"""Heterochromatic regions of the chromosome found at the telomeres."" [GOC:mah]"
biological_process,cellular response to X-ray,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:mah]"
biological_process,adult walking behavior,"""The behavior of an adult relating to the progression of that organism along the ground by the process of lifting and setting down each leg."" [GOC:jid, GOC:pr, ISBN:0198606907]"
biological_process,negative regulation of protein complex disassembly,"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein complex disassembly, the disaggregation of a protein complex into its constituent components."" [GOC:jl]"
molecular_function,cysteine-type carboxypeptidase activity,"""Catalysis of the hydrolysis of C-terminal peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile."" [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htm#CARBOXYPEPTIDASE, http://merops.sanger.ac.uk/about/glossary.htm#CATTYPE]"
biological_process,regulation of transmembrane transporter activity,"""Any process that modulates the frequency, rate or extent of transmembrane transporter activity."" [GOC:dph, GOC:mtg_cardio, GOC:mtg_transport]"
cellular_component,nucleus,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]"
biological_process,G1 to G0 transition,"""A cell cycle arrest process that results in arrest during G1 phase, whereupon the cell enters a specialized resting state known as G0 or quiescence."" [GOC:mah, GOC:mtg_cell_cycle, ISBN:0815316194]"
biological_process,positive regulation of cytokinesis,"""Any process that activates or increases the frequency, rate or extent of the division of the cytoplasm of a cell, and its separation into two daughter cells."" [GOC:mah]"
biological_process,supramolecular fiber organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:pr]"
biological_process,extrinsic apoptotic signaling pathway,"""A series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]"
cellular_component,"condensed chromosome, centromeric region","""The region of a condensed chromosome that includes the centromere and associated proteins, including the kinetochore. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."" [GOC:elh, GOC:kmv]"
biological_process,rostrocaudal neural tube patterning,"""The process in which the neural tube is divided into specific regions along the rostrocaudal axis."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, PMID:11262869]"
molecular_function,transforming growth factor beta receptor binding,"""Interacting selectively and non-covalently with the transforming growth factor beta receptor."" [GOC:ai]"
biological_process,regulation of epithelial cell proliferation,"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"
biological_process,circadian regulation of gene expression,"""Any process that modulates the frequency, rate or extent of gene expression such that an expression pattern recurs with a regularity of approximately 24 hours."" [GOC:mah]"
